statement national reference no: 922391, date: 31.08.2016, salesperiode: 01.08.2016-31.08.2016

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Spotify;32 / 0,004 / 0,003;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Apple Music;19 / 0,003 / 0,002;0,04
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Apple Music;22 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Apple Music;21 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Spotify;29 / 0,005 / 0,004;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Google Play Subscription;1 / 0,009 / 0,007;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Spotify;100 / 0,004 / 0,003;0,31
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Apple Music;22 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Deezer;1 / 0,007 / 0,005;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Apple Music;21 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Spotify;34 / 0,004 / 0,003;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Apple Music;19 / 0,003 / 0,002;0,04
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Spotify;37 / 0,004 / 0,003;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Apple Music;20 / 0,003 / 0,002;0,04
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Apple Music;22 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Apple Music;24 / 0,003 / 0,002;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Rhapsody/Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Spotify;47 / 0,004 / 0,003;0,16
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Spotify;25 / 0,004 / 0,003;0,09
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Spotify;146 / 0,004 / 0,003;0,47
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Apple Music;42 / 0,003 / 0,002;0,09
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Deezer;19 / 0,004 / 0,003;0,06
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;simfy;1 / 0,026 / 0,021;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Apple Music;4 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Deezer;14 / 0,001 / 0,001;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Spotify;303 / 0,004 / 0,003;1,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Spotify;25 / 0,005 / 0,004;0,10
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Aspiro - Wimp;3 / 0,004 / 0,003;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;41 / 0,003 / 0,002;0,10
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Spotify;125 / 0,003 / 0,003;0,33
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Deezer;3 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Seldom Seen Sister;Spotify;114 / 0,004 / 0,003;0,37
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;Spotify;93 / 0,002 / 0,002;0,16
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Apple Music;6 / 0,010 / 0,008;0,05
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Spotify;163 / 0,004 / 0,003;0,47
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;10 / 0,003 / 0,002;0,02
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Google Play Subscription;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;8tracks;17487 / 0,000 / 0,000;2,51
