statement national reference no: 924566, date: 30.06.2017, salesperiode: 01.06.2017-30.06.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Looking Glass;Deezer;DE;2;0,005;0,004;0,009
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Of Grandeur;Spotify;DE;2;0,005;0,004;0,008
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Silver Ring Of The Bell;Deezer;US;1;0,004;0,003;0,003
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Silent Sirens;Spotify;DE;2;0,005;0,004;0,008
CD 06253;4250137262536;Dear John Letter;Part And Fragment;House Of Leaves;KKBOX;TW;1;0,002;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Can¦t Hear Yourself Think;KKBOX;TW;1;0,002;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;That¦s The Way The Cookie Crumbles;Spotify;DE;1;0,005;0,004;0,004
CD 06254;4250137262543;Kid Decker;Your Kind;Look About Ready;Apple Music;DE;4;0,009;0,007;0,028
CD 06254;4250137262543;Kid Decker;Your Kind;Where It Lies;Apple Music;DE;1;0,009;0,007;0,007
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Deezer;DE;2;0,006;0,005;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Apple Music;DE;1;0,006;0,005;0,005
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Deezer;DE;1;0,005;0,004;0,004
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;DE;1;0,002;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Deezer;DE;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Real Lights / Great Souls;Spotify;DE;3;0,003;0,003;0,008
CD 06257;4250137262574;Torben Stock;Rocket;AngelsÆs Song;Spotify;US;3;0,006;0,005;0,014
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Apple Music;DE;1;0,003;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Google Subscription;US;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Apple Music;IE;1;0,009;0,007;0,007
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;DE;2;0,002;0,002;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;ES;2;0,002;0,002;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;DE;8;0,003;0,002;0,019
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Apple Music;CH;1;0,014;0,011;0,011
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;US;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;US;1;0,006;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Apple Music;DE;1;0,002;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Cold Breeze;Spotify;DE;4;0,004;0,003;0,012
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Spotify;DE;3;0,003;0,003;0,008
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;DE;5;0,005;0,004;0,019
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;AU;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;IS;2;0,006;0,005;0,009
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;NL;1;0,001;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;IS;1;0,006;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;KKBOX;TW;1;0,002;0,002;0,002
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;Spotify;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Unlink;Spotify;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Apple Music;RU;1;0,003;0,002;0,002
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Interlude;Apple Music;RU;1;0,003;0,002;0,002
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;U;Apple Music;RU;1;0,003;0,002;0,002
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Google Play Scan;CH;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;FR;4;0,003;0,002;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;FR;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Apple Music;AU;1;0,015;0,012;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;US;3;0,006;0,005;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;DE;1;0,001;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Apple Music;US;1;0,009;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;ES;17;0,002;0,002;0,034
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;ES;4;0,002;0,002;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;DE;7;0,004;0,003;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;LV;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CH;3;0,006;0,005;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NZ;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;ES;6;0,002;0,002;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;AU;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;GB;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Google Subscription;AU;10;0,006;0,005;0,051
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CL;3;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PE;2;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;US;1;0,009;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;PH;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;HK;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;ES;7;0,002;0,002;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;NL;6;0,004;0,003;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;DE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Apple Music;US;1;0,009;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;GB;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;FR;2;0,004;0,003;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;NL;5;0,003;0,003;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;FI;6;0,005;0,004;0,026
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;iTunes;DE;1;0,600;0,480;0,480
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CZ;2;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;PT;14;0,002;0,002;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;AU;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;GB;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;DE;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;ES;4;0,002;0,002;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CR;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;US;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AT;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;IE;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;GB;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Google Subscription;AU;13;0,006;0,005;0,066
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;MX;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;AU;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;NL;6;0,004;0,003;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AU;6;0,003;0,002;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IE;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;US;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;GB;6;0,004;0,003;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;DK;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;TR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;CH;1;0,007;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;FR;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Apple Music;RU;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;NL;5;0,003;0,003;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;DE;12;0,003;0,002;0,029
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;SG;2;0,002;0,002;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;AU;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;BR;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;BE;7;0,004;0,003;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MX;3;0,001;0,001;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;MX;2;0,002;0,002;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;CA;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;DE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;SG;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BR;16;0,002;0,001;0,022
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;MX;6;0,001;0,001;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;BE;1;0,012;0,009;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;MX;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;FI;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Apple Music;AU;1;0,015;0,012;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;ES;3;0,002;0,002;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;US;3;0,006;0,005;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;US;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;EE;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Google Subscription;AU;12;0,006;0,005;0,061
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;FR;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CA;7;0,004;0,003;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NO;5;0,005;0,004;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;DE;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Google Subscription;AU;10;0,006;0,005;0,051
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;FR;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Apple Music;AU;1;0,015;0,012;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CH;5;0,004;0,003;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;NO;8;0,006;0,005;0,037
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;ES;1;0,013;0,010;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;NZ;2;0,005;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;GB;17;0,006;0,004;0,076
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;BR;2;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;GB;3;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;AU;10;0,006;0,005;0,051
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Apple Music;AU;1;0,015;0,012;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;ES;3;0,002;0,002;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;FI;4;0,002;0,001;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;FR;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;ES;26;0,002;0,002;0,052
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CR;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;PL;4;0,001;0,001;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;iTunes;DE;1;0,600;0,480;0,480
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;FR;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;NL;7;0,004;0,003;0,020
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;DE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CO;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PL;2;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Deezer;FR;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AR;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;ID;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;FR;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Apple Music;ES;1;0,013;0,010;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;ES;6;0,002;0,002;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Google Subscription;AU;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;IS;3;0,004;0,004;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AT;5;0,002;0,001;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;GB;22;0,004;0,003;0,069
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;FR;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;DE;11;0,003;0,002;0,022
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;SE;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;BR;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;NL;6;0,004;0,003;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;ES;3;0,002;0,002;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;US;2;0,006;0,005;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;FR;4;0,003;0,002;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CZ;5;0,001;0,001;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;SE;6;0,005;0,004;0,024
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;AT;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;YouTube;AT;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AU;6;0,003;0,003;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;IS;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;IS;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;AU;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;NL;6;0,004;0,003;0,019
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;BR;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BE;10;0,004;0,003;0,031
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IT;3;0,002;0,002;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;AU;1;0,015;0,012;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;IT;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;ES;26;0,002;0,002;0,052
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;US;34;0,003;0,002;0,085
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;DE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;SE;1;0,006;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;NL;6;0,004;0,003;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Apple Music;US;2;0,009;0,007;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;DK;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;US;90;0,004;0,003;0,266
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CH;2;0,006;0,005;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;CH;1;0,010;0,008;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;BR;5;0,001;0,000;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NL;11;0,004;0,003;0,036
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;NL;7;0,004;0,003;0,020
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;US;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;ES;10;0,002;0,002;0,020
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;US;6;0,005;0,004;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CA;19;0,003;0,002;0,039
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;NL;12;0,003;0,003;0,032
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;DE;1;0,009;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;NL;5;0,003;0,003;0,014
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;DE;104;0,005;0,004;0,447
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Rhapsody / Napster;DE;13;0,008;0,006;0,081
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;FR;3;0,003;0,002;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;SE;17;0,005;0,004;0,075
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;DE;49;0,004;0,003;0,145
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Apple Music;CH;1;0,002;0,002;0,002
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Apple Music;US;1;0,007;0,005;0,005
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Rhapsody / Napster;DE;1;0,008;0,006;0,006
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;DE;24;0,003;0,003;0,065
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;NL;5;0,005;0,004;0,019
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;GB;9;0,001;0,001;0,005
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;ES;9;0,003;0,003;0,023
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;IT;2;0,002;0,002;0,004
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Apple Music;DE;4;0,004;0,003;0,014
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;CH;13;0,008;0,006;0,082
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;PL;1;0,006;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;RO;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CH;68;0,004;0,003;0,197
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;MX;6;0,001;0,001;0,005
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Deezer;DE;9;0,001;0,001;0,011
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;CH;1;0,007;0,006;0,006
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;SE;1;0,006;0,004;0,004
