statement national reference no: 918524, date: 28.02.2015, salesperiode: 01.02.2015-28.02.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Rocket;Spotify;2 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;Spotify;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Xbox Music;1 / 0,002 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;Spotify;1 / 0,000 / 0,000;0,00
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;Spotify;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Spotify;10 / 0,001 / 0,001;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Siegfried;Spotify;1 / 0,009 / 0,007;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Lowlight;Spotify;2 / 0,009 / 0,007;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;At The Corner;Xbox Music;1 / 0,002 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Spotify;30 / 0,005 / 0,004;0,12
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Napster;62 / 0,006 / 0,005;0,32
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;YouTube;6 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Spotify;37 / 0,004 / 0,004;0,13
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Napster;65 / 0,006 / 0,005;0,34
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Spotify;157 / 0,003 / 0,003;0,41
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Napster;67 / 0,006 / 0,005;0,35
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Spotify;46 / 0,003 / 0,003;0,12
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Napster;60 / 0,006 / 0,005;0,31
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Napster;68 / 0,006 / 0,005;0,35
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;simfy;3 / 0,019 / 0,015;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Spotify;80 / 0,004 / 0,003;0,26
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Napster;56 / 0,006 / 0,005;0,29
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Spotify;42 / 0,004 / 0,003;0,15
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Napster;60 / 0,006 / 0,005;0,31
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Spotify;26 / 0,005 / 0,004;0,10
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Napster;63 / 0,006 / 0,005;0,33
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Deezer;6 / 0,003 / 0,003;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;iTunes;1 / 0,600 / 0,480;0,48
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Spotify;280 / 0,003 / 0,003;0,72
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;amazon cloud;5 / 0,000 / 0,000;0,00
