statement national reference no: 918948, date: 30.04.2015, salesperiode: 01.04.2015-30.04.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06254;KID DECKER ;Your Kind;Dead Man s Walk;Google Play;7 / 0,012 / 0,010;0,07
CD 06254;KID DECKER ;Your Kind;Reveries;Google Play;6 / 0,013 / 0,010;0,06
CD 06254;KID DECKER ;Your Kind;Look About Ready;Google Play;9 / 0,013 / 0,010;0,09
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Snail s Shell;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Snail s Shell;Rdio;1 / 0,005 / 0,004;0,00
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Snakes;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Snakes;Rdio;1 / 0,005 / 0,004;0,00
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Stones;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Stones;Rdio;1 / 0,005 / 0,004;0,00
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Paintbox;Google Play;4 / 0,010 / 0,008;0,03
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;On The Sun;Rdio;2 / 0,005 / 0,004;0,01
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;On The Sun;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Chestnuts;Google Play;5 / 0,010 / 0,008;0,04
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Deezer;1 / 0,003 / 0,003;0,00
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Rdio;1 / 0,005 / 0,004;0,00
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Deezer;2 / 0,004 / 0,003;0,01
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Lions;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Lions;Rdio;3 / 0,005 / 0,004;0,01
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Mirrorball;Google Play;6 / 0,010 / 0,008;0,05
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Google Play;4 / 0,010 / 0,008;0,03
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Google Play;6 / 0,010 / 0,008;0,05
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Conamara Instr,;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Spotify;7 / 0,004 / 0,003;0,02
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Rocket;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Spotify;6 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Xbox Music;1 / 0,025 / 0,020;0,02
CD 06257;STOCK, TORBEN;Rocket;Tonight;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Truth;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Conamara Instr,;Deezer;1 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;Spotify;3 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Wolkenstein;Spotify;3 / 0,003 / 0,002;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;U;YouTube;6 / 0,000 / 0,000;0,00
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;U;Spotify;1 / 0,003 / 0,002;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Spotify;29 / 0,004 / 0,003;0,08
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Spotify;269 / 0,003 / 0,002;0,64
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Google Play;1 / 0,013 / 0,011;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Google Play;2 / 0,010 / 0,008;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Google Play;1 / 0,013 / 0,011;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Spotify;33 / 0,004 / 0,003;0,11
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Napster;2 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Google Play;2 / 0,010 / 0,008;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Google Play;1 / 0,013 / 0,011;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Spotify;609 / 0,004 / 0,003;1,80
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Google Play;1 / 0,013 / 0,011;0,01
