statement national reference no: 921519, date: 30.04.2016, salesperiode: 01.04.2016-30.04.2016

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Lions;Deezer;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Tonight;Spotify;3 / 0,002 / 0,002;0,00
CD 06257;STOCK, TORBEN;Rocket;Tonight;Napster;4 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Spotify;2 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Tonight;TDC Play;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Truth;Napster;2 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Truth;Spotify;1 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Truth;TDC Play;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;TDC Play;5 / 0,007 / 0,006;0,03
CD 06257;STOCK, TORBEN;Rocket;Wolkenstein;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Wolkenstein;Spotify;2 / 0,002 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Wolkenstein;TDC Play;2 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Rocket;TDC Play;5 / 0,007 / 0,006;0,03
CD 06257;STOCK, TORBEN;Rocket;Rocket;Spotify;2 / 0,002 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Rocket;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;Spotify;1 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;TDC Play;2 / 0,008 / 0,007;0,01
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;Napster;2 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;Spotify;4 / 0,003 / 0,002;0,01
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;TDC Play;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Conamara Instr,;Napster;2 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Conamara Instr,;TDC Play;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Spotify;6 / 0,005 / 0,004;0,02
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;TDC Play;2 / 0,007 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;Napster;3 / 0,008 / 0,006;0,02
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;Spotify;1 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;TDC Play;1 / 0,008 / 0,006;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Siegfried;Spotify;1 / 0,008 / 0,006;0,01
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Stzar;Spotify;2 / 0,001 / 0,001;0,00
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Lowlight;Spotify;5 / 0,006 / 0,005;0,03
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;At The Corner;YouTube;3 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Spotify;47 / 0,004 / 0,003;0,16
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Google;4 / 0,007 / 0,006;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;TDC Play;1 / 0,010 / 0,008;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Spotify;39 / 0,004 / 0,003;0,13
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Google;2 / 0,007 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Apple Music;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Google;3 / 0,008 / 0,006;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Spotify;28 / 0,005 / 0,004;0,12
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Apple Music;2 / 0,005 / 0,004;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Spotify;158 / 0,004 / 0,003;0,50
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Apple Music;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Google;2 / 0,007 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Apple Music;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Deezer;2 / 0,009 / 0,007;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Google;7 / 0,009 / 0,007;0,05
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Spotify;163 / 0,004 / 0,003;0,49
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;YouTube;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Spotify;42 / 0,005 / 0,004;0,15
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Google;3 / 0,006 / 0,005;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Google;2 / 0,007 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Spotify;58 / 0,004 / 0,003;0,17
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Deezer;1 / 0,018 / 0,014;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Google;2 / 0,007 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Spotify;48 / 0,005 / 0,004;0,20
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Google;1 / 0,006 / 0,005;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Spotify;28 / 0,005 / 0,004;0,12
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;TDC Play;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Apple Music;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Spotify;68 / 0,004 / 0,004;0,24
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Apple Music;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Deezer;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;YouTube;19 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;8tracks;10 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Google;3 / 0,008 / 0,006;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Spotify;38 / 0,005 / 0,004;0,16
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Amazon;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Deezer;1 / 0,018 / 0,014;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Google;4 / 0,007 / 0,006;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Spotify;297 / 0,004 / 0,003;0,94
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Google;2 / 0,007 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Deezer;14 / 0,008 / 0,006;0,09
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Apple Music;2 / 0,005 / 0,004;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Spotify;19 / 0,002 / 0,002;0,03
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Apple Music;1 / 0,016 / 0,013;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Last Dropout of Beauty School;Apple Music;1 / 0,016 / 0,013;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Apple Music;1 / 0,016 / 0,013;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;8tracks;1 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Google;2 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-Eyed Angel;Spotify;3 / 0,006 / 0,005;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-Eyed Angel;Google;1 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Apple Music;4 / 0,011 / 0,009;0,04
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-Eyed Angel;Apple Music;2 / 0,012 / 0,010;0,02
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;iTunes;1 / 0,590 / 0,472;0,47
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Seldom Seen Sister;Apple Music;1 / 0,016 / 0,013;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;iTunes;1 / 0,470 / 0,376;0,38
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Amazon;4 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;8tracks;2720 / 0,000 / 0,000;0,58
