statement national reference no: 925223, date: 30.09.2017, salesperiode: 01.09.2017-30.09.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;A Few Questions to the World;Spotify;US;1;0,004;0,004;0,004
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;The Founder;Apple Music;DE;1;0,006;0,005;0,005
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;A Few Questions to the World;Deezer;CH;1;0,001;0,001;0,001
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;Hope;Spotify;CH;15;0,005;0,004;0,055
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;Disease;Deezer;CH;2;0,005;0,004;0,009
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;The Founder;Spotify;CH;13;0,005;0,004;0,053
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;A Few Questions to the World;Spotify;BR;2;0,002;0,001;0,002
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;New Bounds;Spotify;CH;16;0,004;0,003;0,055
CD 05141;4250137251417;Overdrive Amp Explosion;Bounds;Disease;Spotify;CH;27;0,005;0,004;0,099
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Highwayman´s Hollow;Qobuz;FR;44;0,028;0,022;0,987
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Demon Driver;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Vital Signs;Qobuz;BE;2;0,028;0,022;0,045
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Home;Qobuz;FR;29;0,028;0,022;0,649
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Fallen Leaves;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Will Ye Go Tae Flanders;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;In the Light / Gypsy King;Qobuz;FR;40;0,028;0,022;0,895
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Friends;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Johnny;Qobuz;FR;26;0,028;0,022;0,584
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Highwayman´s Hollow;Qobuz;BE;2;0,028;0,022;0,045
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;A Singularly Fine Day;Qobuz;FR;30;0,028;0,022;0,670
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Swallows;Qobuz;FR;29;0,028;0,022;0,652
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Home;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Demon Driver;Qobuz;FR;28;0,028;0,022;0,620
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Vital Signs;Qobuz;FR;58;0,028;0,022;1,302
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;In the Light / Gypsy King;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Fallen Leaves;Qobuz;FR;25;0,028;0,022;0,562
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Will Ye Go Tae Flanders;Qobuz;FR;34;0,028;0,023;0,766
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Johnny;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Friends;Qobuz;FR;37;0,028;0,022;0,829
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;A Singularly Fine Day;Qobuz;BE;1;0,030;0,024;0,024
CD 05189;4250137251899;Mr, C & Friends;Songs For Future Memories;Swallows;Qobuz;BE;1;0,030;0,024;0,024
CD 06252;4250137262529;Ian Hooper;Melodica Compilation #1 ;Come My Way;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;US;4;0,006;0,005;0,021
CD 06252;4250137262529;Svavar Knutur;Melodica Compilation #1 ;Yfir Hola Og Yfir Haedir;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Ivar;Melodica Compilation #1 ;August;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Google Subscription;CZ;2;0,005;0,004;0,009
CD 06252;4250137262529;Svavar Knutur;Melodica Compilation #1 ;Yfir Hola Og Yfir Haedir;Google Subscription;CZ;2;0,005;0,004;0,009
CD 06252;4250137262529;My Sister Grenadine;Melodica Compilation #1 ;Season Song;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Astrids Farm;Melodica Compilation #1 ;Full Metal Jacket;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;AU;1;0,006;0,005;0,005
CD 06252;4250137262529;Owls Of The Swamp;Melodica Compilation #1 ;Heart Of The Mountain;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Ian Hooper;Melodica Compilation #1 ;Come My Way;Apple Music;CA;2;0,004;0,003;0,007
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;JP;1;0,008;0,006;0,006
CD 06252;4250137262529;Shisha PM;Melodica Compilation #1 ;Ups And Downs;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Ian Hooper;Melodica Compilation #1 ;Come My Way;Deezer;FR;2;0,006;0,005;0,010
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Svavar Knutur;Melodica Compilation #1 ;Yfir Hola Og Yfir Haedir;Deezer;IE;1;0,000;0,000;0,000
CD 06252;4250137262529;Kid Decker;Melodica Compilation #1 ;Too Late;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Torben Stock;Melodica Compilation #1 ;When Will It Be;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Myrra Ros;Melodica Compilation #1 ;Morse Codes;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Athebustop;Melodica Compilation #1 ;How Does It Feel;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;BE;1;0,003;0,002;0,002
CD 06252;4250137262529;Reaganesk;Melodica Compilation #1 ;If Need Be;Deezer;DE;1;0,005;0,004;0,004
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Remain Unshakeably Calm;Spotify;NL;1;0,001;0,000;0,000
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Looking Glass;Deezer;DE;1;0,005;0,004;0,004
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Can´t Hear Yourself Think;Spotify;SE;1;0,005;0,004;0,004
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Remain Unshakeably Calm;Deezer;DE;1;0,005;0,004;0,004
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Kandi;Apple Music;BB;1;0,006;0,005;0,005
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Can´t Hear Yourself Think;Amazon Music Unlimited;GB;1;0,008;0,006;0,006
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Remain Unshakeably Calm;Deezer;BE;1;0,001;0,001;0,001
CD 06254;4250137262543;Kid Decker;Your Kind;Reveries;Amazon Prime Music;DE;1;0,003;0,002;0,002
CD 06254;4250137262543;Kid Decker;Your Kind;Too Late;Apple Music;GB;1;0,011;0,009;0,009
CD 06254;4250137262543;Kid Decker;Your Kind;Dead Man´s Walk;Apple Music;GB;1;0,011;0,009;0,009
CD 06254;4250137262543;Kid Decker;Your Kind;Stone Cold;Apple Music;GB;1;0,011;0,009;0,009
CD 06254;4250137262543;Kid Decker;Your Kind;Your Kind;Apple Music;GB;1;0,011;0,009;0,009
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Apple Music;DE;6;0,004;0,003;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Google Subscription;DE;3;0,006;0,005;0,014
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Google Subscription;DE;4;0,006;0,005;0,018
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Google Subscription;DE;3;0,006;0,005;0,014
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Google Subscription;DE;3;0,006;0,005;0,014
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Google Subscription;DE;4;0,006;0,005;0,018
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;CH;1;0,013;0,010;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Apple Music;DE;8;0,004;0,004;0,028
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Apple Music;DE;10;0,005;0,004;0,041
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Google Subscription;DE;5;0,006;0,005;0,023
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Google Subscription;DE;4;0,006;0,005;0,018
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Google Subscription;DE;6;0,006;0,005;0,027
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Deezer;DE;12;0,003;0,002;0,029
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Apple Music;DE;6;0,004;0,003;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Apple Music;DE;7;0,004;0,003;0,022
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Apple Music;DE;6;0,004;0,003;0,017
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Apple Music;CH;1;0,013;0,010;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Apple Music;DE;5;0,003;0,002;0,012
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Deezer;DE;16;0,002;0,001;0,023
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Deezer;DE;14;0,002;0,001;0,021
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Deezer;DE;11;0,002;0,001;0,015
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Apple Music;DE;7;0,005;0,004;0,026
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Google Subscription;DE;3;0,006;0,005;0,014
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Apple Music;DE;5;0,003;0,002;0,012
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Apple Music;CH;1;0,013;0,010;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Apple Music;DE;7;0,005;0,004;0,026
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Deezer;DE;4;0,005;0,004;0,015
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;DE;9;0,005;0,004;0,037
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Deezer;DE;8;0,003;0,003;0,022
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Google Subscription;DE;5;0,006;0,005;0,023
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Apple Music;IT;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Google Subscription;DE;7;0,006;0,005;0,032
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;YouTube;DE;13;0,000;0,000;0,005
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Apple Music;DE;8;0,004;0,004;0,028
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Google Subscription;DE;3;0,006;0,005;0,014
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Apple Music;IT;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Apple Music;AU;1;0,001;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Spotify;DE;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;IS;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Spotify;DE;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Truth;Spotify;CY;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;AU;2;0,005;0,004;0,007
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;US;1;0,004;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;CY;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;DE;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;CY;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;IS;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Cold Breeze;Spotify;DE;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Spotify;CY;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;GT;1;0,000;0,000;0,000
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Spotify;CY;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Spotify;IS;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;NL;1;0,001;0,000;0,000
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;DE;8;0,003;0,002;0,018
CD 06257;4250137262574;Torben Stock;Rocket;Truth;Spotify;DE;3;0,003;0,003;0,008
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;CY;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Real Lights / Great Souls;Spotify;DE;3;0,003;0,003;0,008
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;DE;3;0,003;0,003;0,008
CD 06257;4250137262574;Torben Stock;Rocket;Angels´s Song;Spotify;DE;2;0,003;0,003;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;FR;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;DE;4;0,003;0,002;0,008
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Siegfried;Spotify;CH;2;0,003;0,003;0,005
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Spotify;CH;3;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;U;Spotify;CH;2;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Autumn;Spotify;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Interlude;Spotify;CH;3;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;Spotify;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Spotify;BR;1;0,002;0,001;0,001
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Stzar;Spotify;CH;5;0,005;0,004;0,020
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Autumn;Google Play Scan;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Unlink;Spotify;CH;2;0,002;0,002;0,004
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Interlude;Spotify;CA;1;0,003;0,003;0,003
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Lowlight;Spotify;CH;14;0,006;0,004;0,062
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Google Play Scan;CH;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;IE;4;0,003;0,002;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;AU;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;NL;3;0,003;0,002;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Apple Music;DE;64;0,006;0,005;0,296
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;FR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;IE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;HK;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;GB;2;0,005;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;DE;8;0,002;0,001;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;NZ;2;0,007;0,005;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;SE;4;0,004;0,004;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;US;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;FR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;CA;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;US;4;0,004;0,004;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CL;2;0,001;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;TW;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Google Subscription;GB;3;0,008;0,006;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AT;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MX;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;CA;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;GB;2;0,008;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;NL;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;AU;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Apple Music;DE;65;0,006;0,005;0,300
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IS;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;FI;5;0,004;0,003;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;US;7;0,004;0,003;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;ES;11;0,001;0,001;0,013
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;TW;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;IE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Apple Music;DE;64;0,006;0,005;0,296
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;DE;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Google Subscription;GB;4;0,008;0,006;0,024
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;DE;7;0,003;0,002;0,017
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Apple Music;DE;62;0,006;0,005;0,286
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;BE;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NL;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;DE;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Apple Music;DE;63;0,006;0,005;0,291
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;US;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;GB;3;0,005;0,004;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;DE;61;0,006;0,005;0,282
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;GB;4;0,003;0,003;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;BR;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;FR;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Apple Music;DE;65;0,006;0,005;0,300
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;PL;2;0,002;0,002;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Google Subscription;GB;2;0,008;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;NL;3;0,003;0,002;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;FI;3;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CH;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CA;4;0,002;0,001;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NZ;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;GB;2;0,006;0,005;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;DE;4;0,002;0,002;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Google Subscription;GB;3;0,008;0,006;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;NL;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AU;2;0,005;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PH;2;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;RU;2;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;IS;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;HK;3;0,001;0,001;0,003
