statement national reference no: 921091, date: 29.02.2016, salesperiode: 01.02.2016-29.02.2016

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Paintbox;Google Play;2 / 0,006 / 0,005;0,01
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Google Play;1 / 0,008 / 0,006;0,01
CD 06255;BINOCULERS;Every Seaman s Got A Favourite Spaceship;On The Sun;Google Play;1 / 0,008 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Angels s Song;Spotify;1 / 0,006 / 0,005;0,01
CD 06257;STOCK, TORBEN;Rocket;Conamara Instr,;Apple Music;4 / 0,001 / 0,001;0,00
CD 06257;STOCK, TORBEN;Rocket;Cold Breeze;Spotify;11 / 0,004 / 0,003;0,03
CD 06257;STOCK, TORBEN;Rocket;Kiss Me Good Night;Spotify;25 / 0,003 / 0,003;0,07
CD 06257;STOCK, TORBEN;Rocket;Real Lights / Great Souls;Spotify;2 / 0,004 / 0,003;0,01
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Spotify;5 / 0,003 / 0,003;0,01
CD 06257;STOCK, TORBEN;Rocket;Rocket;Spotify;2 / 0,007 / 0,006;0,01
CD 06257;STOCK, TORBEN;Rocket;Wolkenstein;Spotify;5 / 0,004 / 0,003;0,02
CD 06257;STOCK, TORBEN;Rocket;Sad Movie Song;Apple Music;1 / 0,001 / 0,000;0,00
CD 06257;STOCK, TORBEN;Rocket;Truth;Spotify;1 / 0,000 / 0,000;0,00
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Stzar;Spotify;1 / 0,000 / 0,000;0,00
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;Lowlight;Spotify;9 / 0,007 / 0,006;0,05
CD 06258;OVERDRIVE AMP EXPLOSION ;Blanks;At The Corner;YouTube;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Deezer;4 / 0,006 / 0,005;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;YouTube;25 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Apple Music;2 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Spotify;249 / 0,005 / 0,004;0,93
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Spotify;202 / 0,005 / 0,004;0,73
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Spotify;51 / 0,004 / 0,003;0,18
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Apple Music;1 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Spotify;75 / 0,004 / 0,003;0,25
CD 06261;OWLS OF THE SWAMP  ;Go With River;Go With River;Spotify;68 / 0,004 / 0,003;0,22
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Apple Music;1 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Spotify;52 / 0,004 / 0,003;0,15
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Apple Music;3 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Napster;1 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Long May You Run;Spotify;80 / 0,004 / 0,003;0,26
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Apple Music;1 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Spotify;42 / 0,004 / 0,003;0,14
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Deezer;1 / 0,010 / 0,008;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Google Play;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Spotify;84 / 0,004 / 0,003;0,25
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Google Play;1 / 0,005 / 0,004;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Apple Music;2 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Spotify;75 / 0,004 / 0,003;0,25
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Spotify;55 / 0,003 / 0,003;0,14
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Spotify;460 / 0,006 / 0,005;2,17
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Apple Music;2 / 0,001 / 0,001;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Deezer;9 / 0,006 / 0,005;0,04
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Apple Music;1 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Spotify;14 / 0,004 / 0,003;0,04
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Apple Music;7 / 0,001 / 0,001;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Last Dropout of Beauty School;Apple Music;5 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Apple Music;6 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Apple Music;1 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-Eyed Angel;Spotify;4 / 0,005 / 0,004;0,02
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Apple Music;5 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;iTunes;1 / 0,600 / 0,480;0,48
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Spotify;2 / 0,004 / 0,003;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Apple Music;47 / 0,001 / 0,001;0,05
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;4 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;4 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Spotify;16 / 0,004 / 0,003;0,05
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;YouTube;10 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;Spotify;6 / 0,004 / 0,004;0,02
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Seldom Seen Sister;iTunes;1 / 0,600 / 0,480;0,48
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Spotify;1 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Apple Music;14 / 0,001 / 0,001;0,01
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Apple Music;2 / 0,001 / 0,001;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;Apple Music;3 / 0,001 / 0,001;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Hamburg, mein Hafen;iTunes;1 / 0,600 / 0,480;0,48
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Hamburg, mein Hafen;Napster;6 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Hamburg, mein Hafen;Spotify;32 / 0,005 / 0,004;0,13
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Spotify;3 / 0,003 / 0,002;0,01
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;Apple Music;1 / 0,001 / 0,001;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;Napster;2 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;Spotify;3 / 0,001 / 0,001;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Apple Music;4 / 0,001 / 0,001;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Napster;1 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;Spotify;5 / 0,003 / 0,002;0,01
