statement national reference no: 924783, date: 31.07.2017, salesperiode: 01.07.2017-31.07.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Spotify;DE;1;0,002;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Apple Music;CA;7;0,005;0,004;0,029
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Spotify;US;7;0,003;0,002;0,014
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Apple Music;IE;10;0,001;0,001;0,011
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Apple Music;IE;5;0,001;0,001;0,005
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Spotify;ES;1;0,002;0,002;0,002
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Spotify;IE;6;0,003;0,002;0,014
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Spotify;US;17;0,004;0,003;0,049
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Apple Music;IE;2;0,001;0,001;0,002
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bodenstown Churchyard;Apple Music;IE;1;0,001;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Spotify;US;6;0,004;0,003;0,020
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Spotify;US;2;0,002;0,002;0,003
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Apple Music;US;3;0,008;0,006;0,018
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Sanctuary;Apple Music;IE;2;0,001;0,001;0,002
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Rhapsody / Napster;US;3;0,008;0,006;0,018
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;iTunes;US;1;0,470;0,376;0,376
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Spotify;US;9;0,003;0,002;0,020
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Johnston;Apple Music;CA;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Apple Music;CA;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bodenstown Churchyard;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Apple Music;IE;2;0,001;0,001;0,002
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Apple Music;CA;4;0,005;0,004;0,015
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;iTunes;US;1;0,470;0,376;0,376
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Sanctuary;iTunes;US;1;0,470;0,376;0,376
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Spotify;GB;3;0,006;0,004;0,013
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Spotify;CA;1;0,004;0,003;0,003
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Apple Music;IE;3;0,001;0,001;0,003
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Johnston;Google Play Scan;CA;3;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Spotify;US;1;0,001;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bodenstown Churchyard;Spotify;US;6;0,003;0,002;0,013
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Google Play Scan;CA;3;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Spotify;CA;5;0,001;0,001;0,005
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Sanctuary;Spotify;IT;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Spotify;US;10;0,003;0,002;0,024
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Spotify;GB;1;0,001;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Johnston;Spotify;US;3;0,003;0,002;0,007
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Spotify;DE;1;0,002;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Apple Music;CA;6;0,005;0,004;0,022
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Apple Music;CA;5;0,005;0,004;0,019
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Spotify;DE;3;0,003;0,002;0,006
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Spotify;GB;1;0,006;0,005;0,005
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Spotify;IT;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Apple Music;CA;3;0,005;0,004;0,011
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bodenstown Churchyard;Apple Music;CA;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Spotify;IT;1;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Spotify;SE;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Apple Music;IE;2;0,001;0,001;0,002
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Sanctuary;Apple Music;CA;4;0,005;0,004;0,015
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Spotify;IE;1;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Spotify;US;6;0,003;0,002;0,015
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Amazon Music Unlimited;GB;1;0,008;0,007;0,007
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Google Play Scan;CA;1;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bodenstown Churchyard;Google Play Scan;CA;1;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Crooked Road to Dublin / Considine´s Grove;Apple Music;CA;3;0,005;0,004;0,011
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Isle of St, Helena;Amazon Music Unlimited;GB;1;0,008;0,007;0,007
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Keg of Brandy;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Sanctuary;Google Play Scan;CA;2;0,000;0,000;0,000
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;April´s Fool / I Ne´er Shall Wean Her;Spotify;DE;1;0,002;0,001;0,001
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Bonny Light Horseman;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Dark Horse on the Wind;Apple Music;CA;1;0,005;0,004;0,004
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Johnston;Apple Music;IE;5;0,001;0,001;0,005
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;My Son Tim;Apple Music;IE;3;0,001;0,001;0,003
CD 06267;4250137262673;Liz Hanley;The Ecstasy Of St, Cécilia;Southwind;Spotify;DE;1;0,002;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Man;Spotify;GB;3;0,003;0,002;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;When It All Began;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;I´m Not a Racist, butÃ ;Spotify;US;1;0,002;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;Google Subscription;US;1;0,005;0,004;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;When It All Began;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Spotify;GB;1;0,001;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;YouTube;FR;89;0,000;0,000;0,000
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;TIDAL;US;2;0,014;0,011;0,023
CD 06270;4250137262703;Steve Allen;Wreck the Place;Cannon and Bull;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;YouTube;JP;1;0,000;0,000;0,000
CD 06270;4250137262703;Steve Allen;Wreck the Place;Ghost in the Crowd;Amazon Music Unlimited;US;2;0,010;0,008;0,016
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Grey Sky;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Apple Music;US;1;0,008;0,007;0,007
CD 06270;4250137262703;Steve Allen;Wreck the Place;I´m Not a Racist, butÃ ;Amazon Music Unlimited;US;2;0,012;0,010;0,020
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;When It All Began;Rhapsody / Napster;FR;1;0,008;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Spotify;DE;1;0,002;0,002;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;Spotify;US;3;0,005;0,004;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Spotify;PH;1;0,001;0,000;0,000
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;YouTube;IT;2;0,000;0,000;0,000
CD 06270;4250137262703;Steve Allen;Wreck the Place;Don´t You Dare;Spotify;GB;1;0,001;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Cannon and Bull;Apple Music;US;1;0,008;0,007;0,007
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Amazon Music Unlimited;US;1;0,015;0,012;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Ghost in the Crowd;Spotify;GB;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;LV;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;GB;1;0,006;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;DE;2;0,003;0,003;0,006
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;FR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;CA;1;0,006;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;TH;2;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;DK;4;0,004;0,003;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;TR;14;0,002;0,001;0,019
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Google Subscription;US;7;0,005;0,004;0,030
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;FR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;BR;7;0,000;0,000;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;US;9;0,004;0,003;0,031
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Google Subscription;AU;5;0,007;0,006;0,029
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;PH;1;0,001;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;TR;2;0,002;0,001;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;BR;7;0,001;0,001;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;JP;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;DK;4;0,003;0,003;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;US;7;0,005;0,004;0,027
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Google Subscription;AU;5;0,007;0,006;0,029
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;US;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;FR;2;0,003;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;IE;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;DE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Deezer;BR;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;FI;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;YouTube;DK;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;CH;2;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;8tracks;US;2;0,000;0,000;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;BR;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;TR;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;8tracks;CA;114;0,000;0,000;0,022
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CH;2;0,007;0,006;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;NL;14;0,004;0,004;0,050
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;US;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Apple Music;US;2;0,007;0,006;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Google Subscription;AU;5;0,007;0,006;0,029
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;NO;1;0,004;0,003;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;IT;3;0,004;0,003;0,009
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Deezer;GB;1;0,010;0,008;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;GB;21;0,004;0,003;0,060
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Google Subscription;AU;6;0,007;0,006;0,034
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Apple Music;US;1;0,008;0,007;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;ES;2;0,002;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;NO;8;0,006;0,005;0,037
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;FR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;DE;3;0,004;0,003;0,009
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Google Subscription;AU;5;0,007;0,006;0,029
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Apple Music;US;1;0,008;0,007;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;AU;1;0,006;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CR;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;NZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;8tracks;US;7;0,000;0,000;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;AU;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;AR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;SE;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;MX;7;0,001;0,001;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;MX;2;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Google Subscription;US;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;IE;1;0,006;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;CR;2;0,001;0,001;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;AU;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;US;5;0,004;0,004;0,018
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;FR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;FI;1;0,006;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;AU;3;0,003;0,003;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;CA;2;0,003;0,002;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;DE;28;0,003;0,002;0,067
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;SE;4;0,004;0,003;0,013
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Google Subscription;AU;5;0,007;0,006;0,029
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;BE;3;0,005;0,004;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;TR;1;0,001;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;US;4;0,004;0,003;0,013
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;NO;3;0,005;0,004;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;PL;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;BE;4;0,005;0,004;0,017
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;IT;15;0,005;0,004;0,064
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;DE;2;0,005;0,004;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;NL;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;8tracks;US;9;0,000;0,000;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;MX;2;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;IE;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;ES;45;0,004;0,004;0,160
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;GB;7;0,004;0,003;0,023
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;US;3;0,005;0,004;0,013
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;ES;13;0,001;0,001;0,014
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;US;48;0,004;0,003;0,151
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;AU;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;GB;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;AU;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;CA;2;0,004;0,003;0,006
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;8tracks;CA;8;0,000;0,000;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;AU;2;0,003;0,002;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;PT;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;US;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CA;22;0,004;0,003;0,072
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;MX;8;0,001;0,001;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;FR;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;PL;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;YouTube;US;28;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Apple Music;US;1;0,008;0,007;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;GB;7;0,004;0,003;0,020
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;IS;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;DK;5;0,003;0,002;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Deezer;CH;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;FR;17;0,004;0,003;0,053
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;YouTube;US;8;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;8tracks;US;2;0,000;0,000;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;DK;8;0,003;0,003;0,022
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;DE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;CZ;4;0,001;0,001;0,005
