statement national reference no: 924783, date: 31.07.2017, salesperiode: 01.07.2017-31.07.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CO;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;TR;1;0,001;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;ES;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;DE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Google Subscription;AU;6;0,007;0,006;0,034
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;DE;9;0,002;0,002;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PT;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;AU;3;0,002;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;GB;1;0,010;0,008;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MY;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;US;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;GB;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;US;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;IS;5;0,004;0,003;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BR;9;0,001;0,001;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IT;2;0,003;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;FR;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;NL;5;0,004;0,003;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;DE;9;0,003;0,002;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Google Subscription;AU;6;0,007;0,006;0,034
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;NL;7;0,004;0,003;0,020
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;FR;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;BR;2;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;NL;4;0,004;0,003;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;EE;8;0,004;0,003;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;TR;1;0,001;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CZ;4;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AU;6;0,003;0,002;0,013
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NO;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Google Subscription;AU;6;0,007;0,006;0,034
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;NL;5;0,004;0,004;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;FR;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Apple Music;RU;2;0,003;0,002;0,005
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;TIDAL;CH;1;0,019;0,015;0,015
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Google Subscription;SE;2;0,009;0,007;0,014
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;DK;1;0,007;0,006;0,006
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;DE;3;0,006;0,005;0,015
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Deezer;DE;1;0,005;0,004;0,004
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;TIDAL;CH;1;0,019;0,015;0,015
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;US;5;0,004;0,003;0,016
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);TIDAL;CH;1;0,019;0,015;0,015
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;TIDAL;DE;3;0,011;0,008;0,025
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;TIDAL;CH;1;0,019;0,015;0,015
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;SE;2;0,005;0,004;0,008
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;GB;5;0,001;0,001;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;IN;1;0,003;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;VN;9;0,002;0,001;0,012
CD 06263;4250137262635;Halla Norâ‰¡fjörâ‰¡;Melodica Compilation #2;Maybe;Apple Music;DE;1;0,006;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;FR;3;0,000;0,000;0,001
CD 06263;4250137262635;Halla Norâ‰¡fjörâ‰¡;Melodica Compilation #2;Maybe;Spotify;GB;12;0,001;0,001;0,010
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;US;30;0,004;0,003;0,093
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Deezer;FR;1;0,006;0,005;0,005
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;CH;2;0,007;0,006;0,011
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);TIDAL;DE;3;0,011;0,008;0,025
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;AR;1;0,003;0,002;0,002
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;NL;1;0,000;0,000;0,000
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;US;4;0,003;0,003;0,011
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;DE;22;0,003;0,002;0,048
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;DK;1;0,006;0,005;0,005
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;BR;1;0,003;0,003;0,003
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;BO;4;0,000;0,000;0,000
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;AR;1;0,003;0,002;0,002
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;BE;1;0,006;0,005;0,005
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;AR;1;0,003;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;AU;1;0,006;0,005;0,005
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;TIDAL;US;6;0,014;0,011;0,068
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;DK;2;0,009;0,008;0,015
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CA;9;0,002;0,002;0,017
CD 06263;4250137262635;Halla Norâ‰¡fjörâ‰¡;Melodica Compilation #2;Maybe;Spotify;BR;2;0,003;0,003;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NL;14;0,004;0,003;0,045
CD 06263;4250137262635;Halla Norâ‰¡fjörâ‰¡;Melodica Compilation #2;Maybe;TIDAL;DE;5;0,011;0,008;0,042
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;PL;1;0,005;0,004;0,004
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;GB;3;0,001;0,001;0,002
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;DK;1;0,008;0,006;0,006
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;CH;3;0,010;0,008;0,023
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;AR;1;0,003;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;FI;1;0,002;0,002;0,002
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;US;3;0,006;0,005;0,016
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Rhapsody / Napster;DE;3;0,008;0,006;0,018
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;DE;1;0,006;0,005;0,005
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;TIDAL;DE;3;0,011;0,008;0,025
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Apple Music;AT;1;0,002;0,001;0,001
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Apple Music;DE;1;0,006;0,005;0,005
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;DE;1;0,006;0,005;0,005
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;TIDAL;CH;1;0,019;0,015;0,015
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;NL;9;0,003;0,003;0,024
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;PL;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Google Subscription;CH;8;0,009;0,007;0,057
CD 06263;4250137262635;Halla Norâ‰¡fjörâ‰¡;Melodica Compilation #2;Maybe;Apple Music;US;1;0,006;0,005;0,005
