statement national reference no: 925002, date: 31.08.2017, salesperiode: 01.08.2017-31.08.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Patch of Blue (9-Volt Remix);Spotify;DE;2;0,003;0,002;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Shingle (9-Volt Remix);Spotify;GB;1;0,006;0,004;0,004
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Pneumonia´15;Apple Music;GB;1;0,011;0,009;0,009
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Three´15;Apple Music;GB;1;0,011;0,009;0,009
CD 09022;4250137290225;Lonesome Station;Current Space;Own Trail;Spotify;CH;1;0,006;0,005;0,005
CD 09022;4250137290225;Lonesome Station;Current Space;Current Space;Amazon Prime Music;DE;1;0,003;0,002;0,002
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Amazon;DE;1;0,540;0,432;0,432
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Spotify;CH;2;0,005;0,004;0,008
CD 09022;4250137290225;Lonesome Station;Current Space;Current Space;Spotify;CH;1;0,006;0,005;0,005
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Google Subscription;US;1;0,005;0,004;0,004
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Spotify;ES;2;0,004;0,003;0,006
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;YouTube;GB;190;0,000;0,000;0,018
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;ES;4;0,004;0,003;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Apple Music;GB;4;0,006;0,005;0,020
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Google Subscription;GB;6;0,008;0,006;0,036
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;IE;2;0,005;0,004;0,008
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Apple Music;GB;3;0,002;0,002;0,006
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Google Subscription;GB;4;0,008;0,006;0,024
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;NL;1;0,002;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Deezer;FR;1;0,001;0,001;0,001
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;BE;4;0,003;0,002;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;ES;4;0,004;0,003;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;US;4;0,001;0,001;0,003
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;BE;4;0,003;0,002;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;ES;4;0,004;0,003;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Google Subscription;GB;4;0,008;0,006;0,024
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;iTunes;GB;1;0,550;0,440;0,440
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;ES;4;0,004;0,003;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Apple Music;GB;2;0,006;0,004;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Apple Music;GB;6;0,007;0,005;0,032
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;GB;12;0,003;0,003;0,033
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;TIDAL;GB;1;0,017;0,014;0,014
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;ES;4;0,004;0,003;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;BR;1;0,000;0,000;0,000
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Spotify;BE;4;0,003;0,002;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;NL;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;BE;4;0,003;0,002;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;TIDAL;GB;1;0,017;0,014;0,014
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Deezer;GB;2;0,010;0,008;0,015
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;TIDAL;GB;1;0,017;0,014;0,014
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;GB;126;0,003;0,002;0,273
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Spotify;GB;14;0,002;0,002;0,026
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Apple Music;GB;1;0,011;0,009;0,009
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;GB;50;0,001;0,001;0,058
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Apple Music;GB;1;0,002;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Google Subscription;GB;7;0,008;0,006;0,042
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;BE;8;0,003;0,002;0,017
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;SE;1;0,003;0,003;0,003
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Google Subscription;GB;4;0,008;0,006;0,024
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;BE;5;0,003;0,002;0,011
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Apple Music;GB;3;0,005;0,004;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Google Subscription;GB;10;0,008;0,006;0,060
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;DK;3;0,003;0,003;0,008
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;GB;39;0,004;0,003;0,118
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;TIDAL;GB;1;0,017;0,014;0,014
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;ES;2;0,004;0,003;0,006
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;GB;19;0,003;0,003;0,052
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;BE;6;0,003;0,002;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;BE;7;0,003;0,002;0,015
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;GB;77;0,002;0,001;0,110
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Google Subscription;GB;4;0,008;0,006;0,024
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Google Subscription;GB;4;0,008;0,006;0,024
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;US;1;0,001;0,001;0,001
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Apple Music;GB;6;0,002;0,002;0,011
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;GB;72;0,002;0,002;0,126
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;ES;3;0,004;0,003;0,010
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;CH;2;0,050;0,040;0,080
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Apple Music;AT;2;0,003;0,003;0,005
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;ID;8;0,000;0,000;0,001
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;DE;21;0,002;0,002;0,037
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;TH;8;0,000;0,000;0,000
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;IT;3;0,000;0,000;0,001
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;US;33;0,000;0,000;0,012
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;US;1;0,001;0,001;0,001
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;HK;3;0,003;0,002;0,007
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Apple Music;DE;2;0,007;0,006;0,012
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;JP;5080;0,001;0,001;3,708
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;IS;1;0,005;0,004;0,004
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;TW;5;0,001;0,001;0,005
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;SG;12;0,001;0,001;0,011
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;GB;1;0,006;0,004;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;LT;2;0,003;0,002;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;PH;4;0,001;0,001;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;US;4;0,003;0,002;0,009
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;DE;3;0,004;0,003;0,009
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;IS;3;0,003;0,003;0,008
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;NZ;1;0,004;0,004;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;SE;4;0,004;0,003;0,014
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;BR;3;0,002;0,001;0,004
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;DE;1;0,004;0,003;0,003
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;SE;1;0,005;0,004;0,004
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;GB;1;0,006;0,004;0,004
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;US;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Ko,Sack;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Hope;Spotify;CH;4;0,002;0,001;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Peace To Earth;YouTube;CH;11;0,000;0,000;0,000
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Ko,Sack;Spotify;CH;6;0,003;0,002;0,014
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Intervals;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;What The Funk;Spotify;CH;3;0,002;0,002;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Home;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Late;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Invert;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Home;Spotify;CH;6;0,002;0,002;0,009
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Peace To Earth;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Invert;Spotify;CH;3;0,002;0,002;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Hope;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Peace To Earth;Spotify;CH;3;0,002;0,002;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Ko,Sack;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Intervals;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;What The Funk;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Late;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Intervals;Spotify;CH;4;0,002;0,001;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Home;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Late;Spotify;CH;4;0,002;0,001;0,005
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Invert;Spotify;AU;1;0,005;0,004;0,004
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Hope;Apple Music;RU;1;0,001;0,001;0,001
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Peace To Earth;Spotify;AU;1;0,005;0,004;0,004
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 09744;4250137297446;Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Weg vun´t Dörp un nah Hamborg;Deezer;DE;3;0,005;0,004;0,013
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;TIDAL;NO;1;0,013;0,011;0,011
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Deezer;DE;4;0,005;0,004;0,017
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Apple Music;DE;10;0,009;0,007;0,074
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Juke Entertain;DE;1;0,011;0,009;0,009
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Google Subscription;DE;3;0,006;0,005;0,014
CD 09744;4250137297446;Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Weg vun´t Dörp un nah Hamborg;Apple Music;DE;1;0,017;0,014;0,014
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Spotify;DE;2;0,004;0,003;0,006
CD 09744;4250137297446;Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Weg vun´t Dörp un nah Hamborg;Spotify;DE;1;0,004;0,003;0,003
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Apple Music;DE;4;0,012;0,009;0,038
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Amazon Prime Music;DE;2;0,003;0,002;0,004
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Google Subscription;DE;1;0,006;0,005;0,005
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Google Play Scan;DE;8;0,000;0,000;0,001
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Spotify;DE;3;0,003;0,002;0,007
CD 09782;4250137297828;Outroads;Only The Lonely?;Brother (Live);Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;The Ballad of Seasonally Adjusted Disorder (S,A,D);Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Interval;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Closer;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Best Not Make a Scene;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Don´t Wait for the Money;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Best Not Make a Scene;Spotify;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Spotify;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Dust;Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Brother (Live);Apple Music;GB;1;0,011;0,009;0,009
CD 09782;4250137297828;Outroads;Only The Lonely?;The Ballad of Seasonally Adjusted Disorder (S,A,D);Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Dust;Spotify;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Brother (Live);Spotify;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;The Ballad of Seasonally Adjusted Disorder (S,A,D);Spotify;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Interval;Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Closer;Spotify;GB;2;0,004;0,003;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Best Not Make a Scene;Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Don´t Wait for the Money;Spotify;GB;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Brother (Live);Apple Music;ES;1;0,008;0,006;0,006
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;TDC Play;DK;1;0,007;0,005;0,005
CD 09782;4250137297828;Outroads;Only The Lonely?;Dust;Spotify;GB;1;0,005;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Waiting Room;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Apple Music;GB;1;0,009;0,007;0,007
CD 09783;4250137297835;Outroads;Goodbye To All That;Restless Spirit Blues;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Spotify;GB;1;0,005;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Instrumental;Spotify;GB;1;0,005;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Spotify;GB;4;0,003;0,003;0,010
CD 09783;4250137297835;Outroads;Goodbye To All That;Waiting Room;Spotify;ES;2;0,004;0,003;0,006
CD 09783;4250137297835;Outroads;Goodbye To All That;Amigo Mio (Bacon);Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Spotify;GB;4;0,003;0,002;0,008
CD 09783;4250137297835;Outroads;Goodbye To All That;Restless Spirit Blues;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Goodnight;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Just in Case;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;No Accident;Apple Music;GB;2;0,011;0,009;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Amigo Mio (Bacon);Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Hold;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Rooms in Space;Apple Music;GB;1;0,011;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Heads Up;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Kate´s Song;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Quiet One at the Back;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Brother;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Hold;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Rooms in Space;Spotify;GB;1;0,005;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Heads Up;Spotify;GB;2;0,004;0,003;0,006
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Quiet One at the Back;Spotify;GB;1;0,005;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Instrumental;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Waiting Room;Apple Music;GB;2;0,011;0,009;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Spotify;ES;5;0,004;0,003;0,016
CD 09783;4250137297835;Outroads;Goodbye To All That;Restless Spirit Blues;Apple Music;GB;1;0,011;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Spotify;US;1;0,002;0,001;0,001
CD 09783;4250137297835;Outroads;Goodbye To All That;Instrumental;YouTube;GB;1;0,001;0,001;0,001
CD 09783;4250137297835;Outroads;Goodbye To All That;No Accident;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Amigo Mio (Bacon);Apple Music;GB;1;0,011;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Spotify;IT;1;0,006;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Rooms in Space;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Goodnight;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Just in Case;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;No Accident;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Brother;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Hold;Apple Music;GB;1;0,011;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Rooms in Space;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Heads Up;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Kate´s Song;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Quiet One at the Back;Spotify;ES;1;0,004;0,003;0,003
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Apple Music;ES;3;0,008;0,006;0,018
CD 09783;4250137297835;Outroads;Goodbye To All That;Instrumental;Apple Music;ES;3;0,008;0,006;0,018
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;Goth Chick ´98;Spotify;SE;1;0,005;0,004;0,004
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;Goth Chick ´98;YouTube;NL;1;0,000;0,000;0,000
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;The Silver Balloon;Spotify;SE;1;0,005;0,004;0,004
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;Buddhist Girl;Spotify;GB;1;0,006;0,004;0,004
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;Goth Chick ´98;YouTube;CH;2;0,000;0,000;0,000
CD 09884;4250137298849;Martin Bisi;Sirens Of The Apocalypse;The Silver Balloon;Spotify;FI;1;0,005;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Too Cold (Clap Attack);Apple Music;GB;1;0,011;0,009;0,009
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Hole Again;Apple Music;GB;1;0,011;0,009;0,009
CD 09929;4250137299297;The Bone Lab;Fresh Meat;We Are the Shit (Live);Apple Music;GB;2;0,011;0,009;0,018
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Hole Again;TDC Play;DK;1;0,007;0,005;0,005
CD 09929;4250137299297;The Bone Lab;Fresh Meat;We Are the Shit (Live);Spotify;US;1;0,005;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Sexy Time;Apple Music;GB;1;0,011;0,009;0,009
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Sexy Time;Spotify;GB;1;0,006;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Too Cold (Clap Attack);Spotify;GB;1;0,006;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Hole Again;Spotify;GB;1;0,006;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;We Are the Shit (Live);Spotify;GB;1;0,006;0,004;0,004
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Manifesto;Apple Music;GB;1;0,011;0,009;0,009
CD 09929;4250137299297;The Bone Lab;Fresh Meat;Sexy Time;Deezer;TH;1;0,000;0,000;0,000
CD 13901;4024572340476;Astrids Farm;Cyclist;Full Metall Jacket;Spotify;DE;1;0,002;0,002;0,002
CD 13901;4024572340476;Astrids Farm;Cyclist;Hey Girl;Apple Music;DE;1;0,006;0,005;0,005
CD 13901;4024572340476;Astrids Farm;Cyclist;Full Metall Jacket;Deezer;DE;1;0,006;0,005;0,005
CD 13901;4024572340476;Astrids Farm;Cyclist;Full Metall Jacket;Spotify;CH;1;0,006;0,005;0,005
CD 13901;4024572340476;Astrids Farm;Cyclist;Full Metall Jacket;Spotify;SE;1;0,005;0,004;0,004
CD 13901;4024572340476;Astrids Farm;Cyclist;Poverty;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 13901;4024572340476;Astrids Farm;Cyclist;Full Metall Jacket;Amazon Prime Music;DE;2;0,003;0,002;0,004
