statement national reference no: 928740, date: 31.01.2019, salesperiode: 01.01.2019-31.01.2019

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;Deezer;Stream;Colombia;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;Deezer;Stream;Russia;5;0,001;0,001;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes the Wind;DENP21100081;iTunes/Apple;Stream;Canada;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;iTunes/Apple;Stream;Thailand;4;0,001;0,001;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;UMA;Stream;Kazakhstan;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;DENP21100084;UMA;Stream;Russia;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By the Riverside;DENP21100083;Deezer;Stream;Germany;2;0,006;0,005;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;YouTube Red;Stream;USA;11;0,009;0,007;0,080
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;DENP21100085;YouTube;Stream;United Kingdom;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes the Wind;DENP21100081;iTunes/Apple;Stream;Australia;3;0,008;0,006;0,019
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;iTunes/Apple;Stream;Canada;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;UMA;Stream;Belarus;3;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;DENP21100084;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;DENP21100086;UMA;Stream;Russia;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By the Riverside;DENP21100083;Deezer;Stream;Brazil;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;YouTube Red;Stream;United Kingdom;1;0,013;0,011;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;DENP21100085;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go with River;DENP21100088;YouTube;Stream;United Kingdom;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;iTunes/Apple;Stream;USA;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;DENP21100084;Google Play;Stream;United Kingdom;1;0,008;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;DENP21100086;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;DENP21100077;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;YouTube Red;Stream;Germany;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;DENP21100085;Amazon Unlimited;Stream;USA;2;0,013;0,010;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go with River;DENP21100088;iTunes/Apple;Stream;Australia;11;0,006;0,005;0,056
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;Deezer;Stream;United Kingdom;1;0,010;0,008;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;iTunes/Apple;Stream;France;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;DENP21100087;iTunes/Apple;Stream;Russia;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;DENP21100086;Google Play;Stream;United Kingdom;1;0,008;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;YouTube Red;Stream;Australia;1;0,011;0,008;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;DENP21100079;iTunes/Apple;Stream;Australia;2;0,008;0,006;0,013
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By the Riverside;DENP21100083;iTunes/Apple;Stream;South Africa;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;Deezer;Stream;Poland;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;iTunes/Apple;Stream;Australia;5;0,003;0,002;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;DENP21100087;iTunes/Apple;Stream;Australia;7;0,004;0,003;0,024
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks and Turns;DENP21100082;iTunes/Apple;Stream;Australia;3;0,007;0,006;0,017
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;UMA;Stream;Ukraine;3;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;DENP21100079;Google Play;Stream;United Kingdom;1;0,008;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By the Riverside;DENP21100083;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;DENP21100078;Deezer;Stream;France;2;0,006;0,005;0,010
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;Google Play;Stream;United Kingdom;1;0,008;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes the Wind;DENP21100081;UMA;Stream;Russia;9;0,001;0,001;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks and Turns;DENP21100082;Google Play;Stream;United Kingdom;1;0,008;0,007;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;DENP21100080;UMA;Stream;Russia;18;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;United Kingdom;2;0,010;0,008;0,016
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;Yandex LLC;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;Deezer;Stream;Germany;2;0,004;0,003;0,006
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;Poland;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Austria;2;0,008;0,007;0,014
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;iTunes/Apple;Stream;Germany;3;0,006;0,005;0,014
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;iTunes/Apple;Stream;Germany;2;0,001;0,001;0,001
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;TIDAL;Stream;Italy;1;0,007;0,006;0,006
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;UMA;Stream;Ukraine;1;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Kyrgyzstan;1;0,003;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2; ;DENP21100118;YouTube;Stream;Ireland;1;0,004;0,004;0,004
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;TIDAL;Stream;Switzerland;2;0,008;0,006;0,012
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;TIDAL;Stream;Italy;1;0,007;0,006;0,006
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;iTunes/Apple;Stream;Germany;2;0,003;0,002;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Netherlands;4;0,008;0,007;0,027
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;Amazon Unlimited;Stream;Germany;3;0,011;0,009;0,027
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;TIDAL;Stream;Switzerland;5;0,012;0,010;0,050
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;Google Play;Stream;Norway;1;0,006;0,005;0,005
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;DENP21100116;TIDAL;Stream;Switzerland;2;0,012;0,009;0,019
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;USA;42;0,005;0,004;0,164
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;iTunes/Apple;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;DENP21100120;iTunes/Apple;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;Yandex LLC;Stream;Russia;3;0,000;0,000;0,001
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;Deezer;Stream;Germany;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Austria;2;0,006;0,005;0,010
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;Switzerland;3;0,012;0,010;0,029
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;TIDAL;Stream;Switzerland;3;0,013;0,010;0,031
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;Amazon Unlimited;Stream;Germany;1;0,011;0,009;0,009
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;Italy;1;0,007;0,006;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Amazon Unlimited;Stream;USA;1;0,013;0,010;0,010
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;Google Play;Stream;USA;1;0,005;0,004;0,004
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;TIDAL;Stream;Germany;3;0,012;0,009;0,028
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;TIDAL;Stream;Switzerland;2;0,008;0,006;0,012
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Italy;2;0,007;0,006;0,012
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2; ;DENP21100118;YouTube;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;iTunes/Apple;Stream;South Africa;1;0,002;0,002;0,002
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;TIDAL;Stream;Germany;2;0,008;0,007;0,013
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Italy;1;0,004;0,003;0,003
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;Yandex LLC;Stream;Russia;2;0,000;0,000;0,001
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;TIDAL;Stream;Poland;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;Deezer;Stream;Netherlands;1;0,009;0,008;0,008
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;DENP21100116;iTunes/Apple;Stream;South Africa;1;0,002;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Taiwan, Province Of China;1;0,003;0,002;0,002
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;iTunes/Apple;Stream;France;1;0,005;0,004;0,004
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;DENP21100120;iTunes/Apple;Stream;Canada;1;0,003;0,003;0,003
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;UMA;Stream;Ukraine;1;0,000;0,000;0,000
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;Yandex LLC;Stream;Russia;2;0,000;0,000;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Australia;2;0,006;0,005;0,010
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;Poland;1;0,005;0,004;0,004
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;TIDAL;Stream;Poland;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;Germany;1;0,008;0,006;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Amazon Unlimited;Stream;United Kingdom;1;0,018;0,014;0,014
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;Deezer;Stream;Germany;1;0,004;0,003;0,003
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;Deezer;Stream;Netherlands;8;0,006;0,005;0,042
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;iTunes/Apple;Stream;Germany;6;0,006;0,005;0,028
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;TIDAL;Stream;Norway;1;0,013;0,010;0,010
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Germany;29;0,004;0,003;0,097
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Yandex LLC;Stream;Russia;70;0,000;0,000;0,025
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;iTunes/Apple;Stream;Germany;2;0,001;0,001;0,001
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;iTunes/Apple;Stream;South Africa;1;0,002;0,002;0,002
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;Deezer;Stream;Germany;2;0,004;0,003;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Germany;68;0,005;0,004;0,249
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;TIDAL;Stream;Switzerland;3;0,010;0,008;0,025
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;TIDAL;Stream;Italy;1;0,007;0,006;0,006
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;Deezer;Stream;Germany;2;0,004;0,003;0,006
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;DENP21100116;iTunes/Apple;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Switzerland;12;0,006;0,005;0,062
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;Deezer;Stream;Netherlands;2;0,009;0,008;0,015
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;DENP21100120;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;UMA;Stream;Russia;63;0,000;0,000;0,006
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;TIDAL;Stream;Switzerland;3;0,010;0,008;0,025
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Argentina;1;0,009;0,007;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;Norway;11;0,014;0,011;0,120
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;TIDAL;Stream;Germany;1;0,008;0,006;0,006
CD 06263;4250137262635;Various Artists;Melodica Compilation #2; ;4250137262635;iTunes/Apple;Download;Germany;1;5,280;4,224;4,224
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;Denmark;1;0,007;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Amazon Unlimited;Stream;Germany;15;0,006;0,005;0,071
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;Yandex LLC;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;Deezer;Stream;Germany;1;0,004;0,003;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;iTunes/Apple;Stream;Australia;1;0,008;0,006;0,006
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;TIDAL;Stream;Germany;1;0,009;0,007;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Download;Germany;1;0,625;0,500;0,500
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;UMA;Stream;Russia;42;0,001;0,001;0,030
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;iTunes/Apple;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;Yandex LLC;Stream;Russia;3;0,000;0,000;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;France;18;0,006;0,005;0,085
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;TIDAL;Stream;Romania;1;0,007;0,005;0,005
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;TIDAL;Stream;Germany;2;0,008;0,007;0,013
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;Yandex LLC;Stream;Russia;2;0,000;0,000;0,001
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;DENP21100116;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;South Africa;5;0,002;0,002;0,009
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;Deezer;Stream;Germany;39;0,004;0,003;0,134
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;DENP21100120;Deezer;Stream;Germany;3;0,005;0,004;0,013
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;UMA;Stream;Belarus;2;0,000;0,000;0,000
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;TIDAL;Stream;Poland;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iMusica;Stream;Brazil;2;0,011;0,009;0,018
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;Italy;1;0,007;0,006;0,006
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;iTunes/Apple;Stream;Germany;2;0,003;0,002;0,004
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;Yandex LLC;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;iTunes/Apple;Stream;Switzerland;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Amazon Unlimited;Stream;Austria;1;0,009;0,007;0,007
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;UMA;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;Amazon Digital Services Inc,;Stream;USA;6;0,000;0,000;0,001
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;Deezer;Stream;Netherlands;4;0,009;0,008;0,030
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;iTunes/Apple;Stream;USA;1;0,008;0,006;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;France;4;0,007;0,006;0,022
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;UMA;Stream;Kazakhstan;2;0,000;0,000;0,000
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;Deezer;Stream;Germany;1;0,004;0,003;0,003
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;iTunes/Apple;Download;Canada;1;0,409;0,327;0,327
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;USA;1;0,008;0,007;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Canada;4;0,005;0,004;0,016
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;TIDAL;Stream;Norway;1;0,012;0,009;0,009
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;iTunes/Apple;Stream;Spain;2;0,003;0,003;0,005
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;TIDAL;Stream;Switzerland;3;0,010;0,008;0,025
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;DENP21100116;Deezer;Stream;Germany;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Russia;5;0,001;0,001;0,006
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;Deezer;Stream;France;5;0,006;0,005;0,025
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;Yandex LLC;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;TIDAL;Stream;Switzerland;4;0,012;0,009;0,037
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;DENP21100115;iTunes/Apple;Stream;USA;1;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Google Play;Stream;Slovenia;2;0,004;0,003;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;Germany;39;0,005;0,004;0,153
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;DENP21100114;Deezer;Stream;Netherlands;4;0,009;0,008;0,030
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;DENP21100113;TIDAL;Stream;USA;3;0,010;0,008;0,024
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;iTunes/Apple;Stream;Germany;3;0,001;0,001;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Amazon Digital Services Inc,;Stream;USA;5;0,000;0,000;0,001
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox;DENP21100122;TIDAL;Stream;Switzerland;2;0,008;0,006;0,012
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;DENP21100120;Yandex LLC;Stream;Russia;1;0,000;0,000;0,000
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;DENP21100112;Deezer;Stream;Germany;7;0,006;0,005;0,033
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;DENP21100119;iTunes/Apple;Stream;Germany;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;iTunes/Apple;Stream;Canada;13;0,005;0,004;0,048
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;TIDAL;Stream;USA;1;0,006;0,005;0,005
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song;DENP21100121;Deezer;Stream;France;1;0,007;0,005;0,005
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;DENP21100111;Deezer;Stream;Netherlands;3;0,009;0,008;0,023
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;DENP21100110;TIDAL;Stream;Switzerland;5;0,012;0,010;0,050
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;DENP21100118;Deezer;Stream;Brazil;4;0,003;0,002;0,009
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;DENP21100117;TIDAL;Stream;Germany;1;0,009;0,007;0,007
